,worker_id,package_id,filling_id,weight,operation,label
0,0,355,-1,0.746308076128312,PUT,False
1,0,398,-1,0.7618374784620837,PUT,False
2,0,836,-1,0.7593881910597492,PUT,False
3,0,87,-1,0.7808078808177397,PUT,False
4,0,689,-1,0.7791122809764086,PUT,False
5,1,708,-1,0.7768606804608258,PUT,False
6,1,909,-1,0.7811750275088627,PUT,False
7,1,664,-1,0.7870614224517558,PUT,False
8,1,309,-1,0.7602962825737275,PUT,False
9,0,641,-1,0.7718801110176562,PUT,False
10,1,536,-1,0.7715654326621182,PUT,False
11,0,128,-1,0.7649588594220043,PUT,False
12,0,842,-1,0.7717214224878194,PUT,False
13,0,885,-1,0.7873183898471521,PUT,False
14,0,919,-1,0.7817310618480187,PUT,False
15,1,719,-1,0.7671833752571139,PUT,False
16,1,583,-1,0.7728647339795479,PUT,False
17,1,193,-1,0.7944832165750895,PUT,False
18,0,693,-1,0.771593581413856,PUT,False
19,1,322,-1,0.7602630959367606,PUT,False
20,0,719,-1,0.7781580276821015,PUT,False
21,0,449,-1,0.8118553610779632,PUT,False
22,1,792,-1,0.7724749628369364,PUT,False
23,1,527,-1,0.7785957491686041,PUT,False
24,1,241,-1,0.7819138103011313,PUT,False
25,1,707,-1,0.7947093483380195,PUT,False
26,0,712,-1,0.7436355004625897,PUT,False
27,0,872,-1,0.7929496427063151,PUT,False
28,0,110,-1,0.807785676298081,PUT,False
29,0,368,-1,0.8003045300724505,PUT,False
30,0,301,-1,0.794452290290407,PUT,False
31,1,821,-1,0.7451029328097382,PUT,False
32,0,619,-1,0.7519937661814236,PUT,False
33,0,262,-1,0.7546614526281521,PUT,False
34,0,478,-1,0.774711126968653,PUT,False
35,0,555,-1,0.7846138438712982,PUT,False
36,0,555,0,0.0,END,False
37,0,617,-1,0.7780971298381832,PUT,False
38,0,617,1,0.0,END,False
39,1,569,-1,0.7696783150732677,PUT,False
40,1,764,-1,0.7913289592771044,PUT,False
41,1,298,-1,0.7501807749932845,PUT,False
42,0,757,-1,0.7651993964358423,PUT,False
43,1,738,-1,0.761860123361619,PUT,False
44,0,233,-1,0.794705102411733,PUT,False
45,1,41,-1,0.7587575540479876,PUT,False
46,1,70,-1,0.7114164023185234,PUT,False
47,1,70,0,0.0,END,False
48,0,4,-1,0.8066047391017668,PUT,False
49,1,478,-1,0.7847885804799609,PUT,False
50,0,32,-1,0.7795782270636555,PUT,False
51,0,385,-1,0.7638865006537002,PUT,False
52,0,719,-1,0.7743022626776834,PUT,False
53,1,185,-1,0.7796288806342857,PUT,False
54,1,148,-1,0.7618448300483236,PUT,False
55,1,148,0,0.0,END,False
56,0,363,-1,0.7667676716332656,PUT,False
57,1,926,-1,0.8013968295803192,PUT,False
58,0,709,-1,0.7354292765055788,PUT,False
59,0,727,-1,0.7780179956494536,PUT,False
60,0,645,-1,0.7495232578664315,PUT,False
61,1,403,-1,0.8019182866914434,PUT,False
62,0,146,-1,0.77513431660078,PUT,False
63,1,806,-1,0.7550283129566921,PUT,False
64,1,640,-1,0.7773942556474006,PUT,False
65,0,99,-1,0.780399975073327,PUT,False
66,0,408,-1,0.7513480743231258,PUT,False
67,1,488,-1,0.720614786017876,PUT,False
68,1,42,-1,0.7635760990868221,PUT,False
69,1,282,-1,0.7864674437839246,PUT,False
70,0,96,-1,0.7716883819273272,PUT,False
71,1,967,-1,0.7660045100411951,PUT,False
72,1,297,-1,0.8035740931667428,PUT,False
73,1,269,-1,0.7732699494793575,PUT,False
74,1,862,-1,0.7777873162539639,PUT,False
75,0,883,-1,0.7929291261301229,PUT,False
76,1,704,-1,0.7773549071733381,PUT,False
77,1,322,-1,0.7992580184400122,PUT,False
78,0,978,-1,0.8089903388272387,PUT,False
79,0,29,-1,0.7736280815254578,PUT,False
80,1,913,-1,0.7539151131152967,PUT,False
81,1,880,-1,0.733586383890621,PUT,False
82,0,321,-1,0.7706521239675675,PUT,False
83,0,745,-1,0.7817311831864213,PUT,False
84,1,872,-1,0.8213649641050851,PUT,False
85,0,134,-1,0.7405648216086723,PUT,False
86,0,574,-1,0.7861415795649519,PUT,False
87,1,964,-1,0.7561340796455931,PUT,False
88,1,833,-1,0.792678360364003,PUT,False
89,0,429,-1,0.7703545473357498,PUT,False
90,1,748,-1,0.7777517064483247,PUT,False
91,1,14,-1,0.7598187823861504,PUT,False
92,1,69,-1,0.7005948084909762,PUT,False
93,1,809,-1,0.7435413576168399,PUT,False
94,1,809,0,0.0,END,False
95,0,804,-1,0.8165940959010995,PUT,False
96,0,804,0,0.0,END,False
97,0,978,-1,0.7955368522684682,PUT,False
98,1,186,-1,0.7788599894453261,PUT,False
99,0,738,-1,0.7807748752086164,PUT,False
100,0,458,-1,0.7673354717728209,PUT,False
101,1,870,-1,0.7822325670310027,PUT,False
102,1,528,-1,0.7822283756029167,PUT,False
103,1,528,1,0.0,END,False
104,1,786,-1,0.7687062327034196,PUT,False
105,1,383,-1,0.7900952908395913,PUT,False
106,1,908,-1,0.8001852909806514,PUT,False
107,1,943,-1,0.7564964676404519,PUT,False
108,1,514,-1,0.7833376039314026,PUT,False
109,0,557,-1,0.7777621668284653,PUT,False
110,0,102,-1,0.7412334511185664,PUT,False
111,1,202,-1,0.7917292371282999,PUT,False
112,1,175,-1,0.7610077620919262,PUT,False
113,0,460,-1,0.7621014821632982,PUT,False
114,0,460,0,0.0,END,False
115,0,755,-1,0.7872491934546683,PUT,False
116,1,512,-1,0.7903901279318345,PUT,False
117,0,190,-1,0.7934461672817767,PUT,False
118,1,476,-1,0.7903191841884336,PUT,False
119,0,751,-1,0.7816346362893987,PUT,False
120,0,751,1,0.0,END,False
121,0,408,-1,0.7727583411601128,PUT,False
122,0,241,-1,0.7674677545574826,PUT,False
123,0,537,-1,0.7750725048385378,PUT,False
124,1,697,-1,0.7394141183813535,PUT,False
125,1,697,1,0.0,END,False
126,0,943,-1,0.7945571873525924,PUT,False
127,0,567,-1,0.741188367342662,PUT,False
128,1,273,-1,0.7807502666536993,PUT,False
129,1,161,-1,0.8050064096297879,PUT,False
130,0,941,-1,0.769472929845219,PUT,False
131,0,386,-1,0.7588755370814169,PUT,False
132,1,429,-1,0.7910991249121878,PUT,False
133,1,175,-1,0.7945057069768593,PUT,False
134,1,955,-1,0.7702613567622212,PUT,False
135,0,883,-1,0.7610963453295779,PUT,False
136,0,94,-1,0.8010119192764703,PUT,False
137,0,836,-1,0.7544359623300823,PUT,False
138,0,803,-1,0.7856828019036595,PUT,False
139,1,910,-1,0.7856155381342602,PUT,False
140,0,882,-1,0.7780559748577774,PUT,False
141,1,493,-1,0.7826209674581321,PUT,False
142,1,488,-1,0.798539931989052,PUT,False
143,1,849,-1,0.7900663069849169,PUT,False
144,1,721,-1,0.7647160901332751,PUT,False
145,1,273,-1,0.7846454407777201,PUT,False
146,0,154,-1,0.7755960364802829,PUT,False
147,0,58,-1,0.776144279617535,PUT,False
148,0,907,-1,0.7710204264097444,PUT,False
149,1,940,-1,0.7698930808610702,PUT,False
150,1,943,-1,0.6888354819653664,PUT,False
151,0,774,-1,0.8029361798601259,PUT,False
152,1,755,-1,0.766655171120755,PUT,False
153,1,315,-1,0.7511196574927967,PUT,False
154,0,918,-1,0.7857917674976037,PUT,False
155,0,298,-1,0.7612122223023381,PUT,False
156,0,173,-1,0.7937369946557891,PUT,False
157,0,55,-1,0.777619361307521,PUT,False
158,1,409,-1,0.7079732865836208,PUT,False
159,1,409,0,0.0,END,False
160,1,858,-1,0.7267401336851618,PUT,False
161,1,319,-1,0.790849678477376,PUT,False
162,1,474,-1,0.7791518653234554,PUT,False
163,0,59,-1,0.786535342776885,PUT,False
164,0,59,1,0.0,END,False
165,0,450,-1,0.7634257592884982,PUT,False
166,1,868,-1,0.8287306601922395,PUT,False
167,1,563,-1,0.7254274901874866,PUT,False
168,1,404,-1,0.7634739566460911,PUT,False
169,1,393,-1,0.7869194924885532,PUT,False
170,1,393,1,0.0,END,False
171,1,74,-1,0.7700449824541091,PUT,False
172,1,48,-1,0.7814887791699882,PUT,False
173,0,803,-1,0.7663115845081074,PUT,False
174,0,595,-1,0.7396734269901031,PUT,False
175,0,595,0,0.0,END,False
176,0,421,-1,0.7688762428969449,PUT,False
177,0,489,-1,0.7715886651491385,PUT,False
178,1,525,-1,0.7819288601429548,PUT,False
179,1,525,1,0.0,END,False
180,1,873,-1,0.7351742443707946,PUT,False
181,1,939,-1,0.7714660506238775,PUT,False
182,1,294,-1,0.8119508446617135,PUT,False
183,1,524,-1,0.778588959881986,PUT,False
184,0,846,-1,0.7785955543826127,PUT,False
185,0,681,-1,0.8009161228683691,PUT,False
186,1,814,-1,0.7772479647792774,PUT,False
187,1,274,-1,0.7750064121233267,PUT,False
188,1,69,-1,0.7839703181265512,PUT,True
189,1,357,-1,0.7698285773704929,PUT,False
190,1,826,-1,0.7853670748532096,PUT,False
191,1,478,-1,0.7586043070518858,PUT,False
192,0,766,-1,0.7640530324648757,PUT,False
193,0,538,-1,0.7587868743414393,PUT,False
194,0,208,-1,0.7724129701137183,PUT,False
195,0,208,0,0.0,END,False
196,0,56,-1,0.82827719493651,PUT,False
197,1,817,-1,0.7552950428765991,PUT,False
198,1,852,-1,0.7836092086153741,PUT,False
199,0,968,-1,0.7842944017406909,PUT,False
200,1,149,-1,0.7893206182657432,PUT,False
201,0,176,-1,0.7668037363188686,PUT,False
202,1,674,-1,0.7557178961342673,PUT,False
203,0,636,-1,0.7735399073735025,PUT,False
204,1,113,-1,0.7468102872086226,PUT,True
205,0,627,-1,0.7181623716963719,PUT,False
206,0,433,-1,0.7673911155136883,PUT,False
207,0,299,-1,0.8013423791816063,PUT,False
208,1,287,-1,0.7727087998947736,PUT,False
209,0,925,-1,0.784610043984559,PUT,False
210,1,177,-1,0.7326018403703886,PUT,False
211,0,736,-1,0.7715314940102289,PUT,False
212,0,728,-1,0.7823441131296823,PUT,False
213,1,332,-1,0.7539189563392745,PUT,False
214,1,332,1,0.0,END,False
215,1,838,-1,0.7998531538339004,PUT,False
216,0,580,-1,0.7944563518865176,PUT,False
217,1,231,-1,0.7770748619180758,PUT,False
218,0,710,-1,0.7881429300632741,PUT,False
219,0,766,-1,0.7968899314030087,PUT,False
220,0,583,-1,0.6827261289013125,PUT,False
221,1,663,-1,0.7821366198845794,PUT,False
222,1,110,-1,0.7670441326865801,PUT,False
223,1,690,-1,0.7888162130105504,PUT,False
224,0,730,-1,0.779867014402139,PUT,False
225,0,278,-1,0.7759563749977707,PUT,False
226,0,855,-1,0.743187025149972,PUT,False
227,1,981,-1,0.7679395511830964,PUT,False
228,1,133,-1,0.7804073095750043,PUT,False
229,0,43,-1,0.728529523076993,PUT,False
230,0,250,-1,0.7441021901282903,PUT,False
231,1,864,-1,0.7847404554657145,PUT,False
232,0,387,-1,0.7740750814534731,PUT,False
233,1,865,-1,0.7817959416516873,PUT,False
234,1,858,-1,0.7788645729237288,PUT,False
235,1,19,-1,0.75622066751072,PUT,False
236,1,19,1,0.0,END,False
237,0,819,-1,0.7962715280935442,PUT,False
238,1,280,-1,0.7908416342687505,PUT,False
239,1,146,-1,0.7872893709597957,PUT,False
240,0,666,-1,0.7217768666574822,PUT,False
241,0,678,-1,0.8055418661435537,PUT,False
242,0,532,-1,0.7934414371247812,PUT,False
243,0,212,-1,0.7645919624613933,PUT,False
244,0,365,-1,0.7455080021455956,PUT,False
245,1,391,-1,0.7501663556264415,PUT,False
246,1,653,-1,0.7727471204179588,PUT,False
247,0,173,-1,0.7821091034699178,PUT,False
248,1,744,-1,0.7884053040417695,PUT,False
249,1,744,1,0.0,END,False
250,0,229,-1,0.7639609969095269,PUT,False
251,0,418,-1,0.7802956705180941,PUT,False
252,1,882,-1,0.7905928769550353,PUT,False
253,1,115,-1,0.7567358412889791,PUT,False
254,0,448,-1,0.7999703429396652,PUT,False
255,1,303,-1,0.7704567418258226,PUT,False
256,1,438,-1,0.7124279783681065,PUT,False
257,1,714,-1,0.7412077663974658,PUT,False
258,1,526,-1,0.7766208526968345,PUT,False
259,1,687,-1,0.7686748671871545,PUT,False
260,1,735,-1,0.7875330427529762,PUT,False
261,1,104,-1,0.7922334012123038,PUT,False
262,1,223,-1,0.7944367622382124,PUT,False
263,1,753,-1,0.7091098971188444,PUT,False
264,1,363,-1,0.7869266225775366,PUT,False
265,1,396,-1,0.7686375689243492,PUT,False
266,0,324,-1,0.8039868152099661,PUT,False
267,1,529,-1,0.8110724862711156,PUT,False
268,1,416,-1,0.7719661479276562,PUT,False
269,1,173,-1,0.7472836993523373,PUT,False
