package_id,region_id,weight
0,2,11.920561813775832
1,47,7.428063717865035
2,2,10.277001516259348
3,47,9.905950359879249
4,1,10.712261044451616
5,40,12.544943770562437
6,31,6.939782493311533
7,30,12.743773364371213
8,40,9.515880201424492
9,5,12.508111329792504
10,39,11.099670665080216
11,10,11.706147225997425
12,38,12.308599403897073
13,32,12.34248333245957
14,24,6.684589319911265
15,19,8.136641079429781
16,44,6.993350745255963
17,10,8.473654221896929
18,37,13.103678526819536
19,36,8.122630494752261
20,11,11.536095846006706
21,39,12.627885998319453
22,13,13.051044470241695
23,34,11.177193223823389
24,23,8.462396633887312
25,39,9.290371677962725
26,6,11.893243415816432
27,32,7.295157920295068
28,15,11.918909799626789
29,38,9.192265051501215
30,48,13.567891495777085
31,20,14.011998125193722
32,37,5.588011502443488
33,6,9.278744896610464
34,43,7.830471454106741
35,7,8.467016780738088
36,22,10.336590885668757
37,26,13.518356352019746
38,12,9.517822448475414
39,8,7.530446951091183
40,9,5.5410767114830835
41,37,9.788298595814496
42,21,8.801241563865597
43,39,6.0383639472533694
44,44,9.968899389735276
45,12,9.88552560296062
46,30,12.997234883481195
47,19,7.6780901872984995
48,48,9.347768309751523
49,23,8.952229302076079
50,3,7.01904968746862
51,3,8.550548227381475
52,32,8.102803108194726
53,35,12.42274316849408
54,20,9.428252976466759
55,14,12.88031973693084
56,2,10.255024160535893
57,9,12.652159247076254
58,1,13.507735387161535
59,4,10.123691723804928
60,4,9.027772102905564
61,8,10.47507657567816
62,33,10.380467220955097
63,34,10.065422205626534
64,3,11.038813830483987
65,30,8.73759523635335
66,0,9.422086728517655
67,5,7.898200470977497
68,42,10.500789371713198
69,39,9.213975760594089
70,11,6.980368798302479
71,6,9.945156996137172
72,26,6.384858898176289
73,24,8.701455967193137
74,26,12.258252143971514
75,36,10.725970204599673
76,43,12.360091402803928
77,49,11.483918560867846
78,3,8.391360581454837
79,36,12.123806051025984
80,28,8.581341166801938
81,40,10.512762973894194
82,5,9.68840500753017
83,14,10.057325477285527
84,26,10.003472290692825
85,12,12.947978384020107
86,8,10.481561861739241
87,40,12.722432527005237
88,23,7.721521300821275
89,45,10.954076812022274
90,48,8.98428616440081
91,8,8.234240644975946
92,31,8.20671988155661
93,17,6.742919854140839
94,48,12.033695099520816
95,16,11.049103849151395
96,7,10.73821173963197
97,29,10.627436892583486
98,23,9.48289018895435
99,47,10.198455518374798
100,4,10.37342824708411
101,46,9.696557021932737
102,24,7.695304457220663
