,worker_id,busket_id,product_id,weight,operation,label
0,1,120,9,1.0838820637605622,PUT,False
1,0,343,2,0.12660281671405876,PUT,False
2,1,386,9,0.9687742267998892,PUT,False
3,0,93,4,0.8720789941952232,PUT,False
4,0,270,4,0.9511610678034648,PUT,False
5,0,560,6,0.7896866223789081,PUT,False
6,0,193,6,0.7702820187875496,PUT,False
7,0,391,4,0.8849171031089436,PUT,False
8,1,512,0,0.321766216527879,PUT,False
9,0,665,9,1.0720364981331771,PUT,False
10,1,418,8,0.6393638023573196,PUT,False
11,0,946,2,0.11939060045345544,PUT,False
12,0,707,0,0.3229447167530342,PUT,False
13,0,476,0,0.3349884973481894,PUT,False
14,0,588,1,0.287307545248632,PUT,False
15,1,185,6,0.8351638879232847,PUT,False
16,1,19,2,0.12745011491189348,PUT,False
17,0,338,5,0.9305058695842534,PUT,False
18,0,802,7,0.09953731180334226,PUT,False
19,1,843,2,0.11643912598680337,PUT,False
20,0,726,6,0.8104869809260341,PUT,False
21,0,238,1,0.26496186755677115,PUT,False
22,0,766,7,0.09830677683266753,PUT,False
23,0,530,1,0.24718772561051616,PUT,False
24,1,197,0,0.3378293169651148,PUT,False
25,1,173,1,0.6379742992332532,PUT,True
26,0,271,9,1.0703886439038879,PUT,False
27,0,849,1,0.2748699488588545,PUT,False
28,1,216,4,0.9499124823953327,PUT,False
29,0,609,4,0.9060884475019197,PUT,False
30,0,547,7,0.09935250726252563,PUT,False
31,1,808,1,0.26289042841893834,PUT,False
32,1,435,3,0.26753333569775267,PUT,False
33,1,218,7,0.09976995297966448,PUT,False
34,0,133,0,0.31235982451953337,PUT,False
35,0,48,2,0.10981259058287829,PUT,False
36,0,79,4,0.8595856439820099,PUT,False
37,1,936,0,0.32843984995832254,PUT,False
38,1,95,8,0.6266550888343551,PUT,False
39,1,60,6,0.7260638834183702,PUT,False
40,0,506,7,0.10373102125262337,PUT,False
41,0,453,5,0.9259177207829191,PUT,False
42,1,250,5,0.9291439494478259,PUT,False
43,0,61,5,0.927658098865792,PUT,False
44,1,266,4,0.8997335885630982,PUT,False
