,worker_id,busket_id,product_id,weight,operation,label
0,1,862,5,0.6481132763490418,PUT,False
1,1,755,9,0.3778419950848442,PUT,False
2,0,222,1,0.5688966685627417,PUT,False
3,0,100,4,0.9930241199049767,PUT,False
4,0,93,3,0.07439079196881779,PUT,False
5,1,436,0,0.9650114338030009,PUT,False
6,0,788,7,0.653677765621041,PUT,False
7,0,293,3,0.07478308071710563,PUT,False
8,0,156,8,0.4427349238055598,PUT,False
9,1,833,2,0.709510554533424,PUT,False
10,1,387,1,0.5973501267057164,PUT,False
11,1,558,9,0.38419767471248556,PUT,False
12,0,980,8,0.42203776739561527,PUT,False
13,0,575,7,0.6113296655276228,PUT,False
14,1,263,2,0.6752965876568261,PUT,False
15,1,421,1,0.5875701003885434,PUT,False
16,0,166,6,0.9734840739420813,PUT,False
17,1,429,1,0.5410516769770857,PUT,False
18,0,586,3,0.4297064112608313,PUT,True
19,1,568,9,0.37494305810215645,PUT,False
20,1,859,0,0.9823645020492728,PUT,False
21,0,790,4,0.957792329803598,PUT,False
22,1,728,9,0.38170022910024115,PUT,False
23,1,539,2,0.6258232365277967,PUT,False
24,0,499,6,1.0073293318997563,PUT,False
25,0,556,8,0.4350390801250042,PUT,False
26,0,445,9,1.0128569366870734,PUT,True
27,0,71,2,0.6310663117471642,PUT,False
28,1,728,7,0.5967034437981958,PUT,False
29,0,349,0,0.9569953075800572,PUT,False
30,0,461,2,0.6541849948710905,PUT,False
31,1,751,5,0.6922157961024759,PUT,False
32,0,391,4,1.0253623908683345,PUT,False
33,1,981,8,0.47684383038815736,PUT,False
34,0,384,0,0.9642465584703833,PUT,False
35,1,660,2,0.6409169964183161,PUT,False
36,1,165,2,0.647570460138654,PUT,False
37,0,75,4,0.9240138555486198,PUT,False
38,0,573,4,1.0072785426557898,PUT,False
39,1,391,9,0.3761322949145048,PUT,False
40,1,26,7,0.6321955461550619,PUT,False
41,1,157,0,1.0088181927278599,PUT,False
42,0,836,3,0.07455420288986774,PUT,False
43,1,518,0,1.0368740915232473,PUT,False
44,0,53,5,0.6832023113873638,PUT,False
45,0,185,5,0.6695584586799638,PUT,False
46,0,266,9,0.3828650470349939,PUT,False
47,1,70,6,0.9598436824402418,PUT,False
48,0,929,5,0.6729728108430981,PUT,False
49,1,761,6,0.9722027281906059,PUT,False
50,0,194,4,0.9213982618718325,PUT,False
51,0,888,4,0.9142340325932643,PUT,False
52,1,852,1,0.536043850734113,PUT,False
53,1,348,4,0.9934968250507304,PUT,False
54,0,385,9,0.3917461645490769,PUT,False
55,1,135,3,0.07446952873349702,PUT,False
56,1,908,2,0.6270517924056729,PUT,False
57,1,197,9,0.3774600950624996,PUT,False
58,0,371,2,0.6816486899182262,PUT,False
59,0,541,5,0.6579534136378901,PUT,False
60,0,321,4,1.0365259511309866,PUT,False
61,1,10,6,0.9783343025420871,PUT,False
62,0,393,2,0.6822135583354504,PUT,False
63,1,671,3,0.07424936391856525,PUT,False
64,0,477,1,0.8763885584730586,PUT,True
65,1,150,2,0.6566945480952763,PUT,False
66,0,52,2,0.5789252256916189,PUT,False
67,1,622,4,1.0110704234477692,PUT,False
68,0,904,8,0.4732180113891395,PUT,False
69,0,558,6,0.9027341517873673,PUT,False
70,1,142,1,0.5710128470432786,PUT,False
71,0,539,9,0.37756715121385975,PUT,False
72,1,265,4,0.9160914825633087,PUT,False
73,1,122,1,0.582500902865073,PUT,False
74,1,604,2,0.6117019189835444,PUT,False
75,0,503,3,0.07474697551454597,PUT,False
76,1,481,1,0.5763035486913204,PUT,False
77,0,756,2,0.6764271547918631,PUT,False
78,1,680,9,0.3672745076967354,PUT,False
79,1,70,1,0.6101085980075537,PUT,False
80,1,668,9,0.3808312690436603,PUT,False
81,1,688,2,0.6981142769826875,PUT,False
82,1,823,1,0.5561872017352251,PUT,False
83,1,79,3,0.07548629977104075,PUT,False
84,1,638,6,0.9395413877036167,PUT,False
85,1,411,0,0.99423535093485,PUT,False
86,1,141,1,0.6021965367606624,PUT,False
87,0,146,2,0.7028994050069243,PUT,False
88,1,204,2,0.6581188071276276,PUT,False
89,1,855,5,0.708054067620818,PUT,False
90,1,843,5,0.6530318187890324,PUT,False
91,0,637,5,0.6628042033126059,PUT,False
92,0,302,8,0.420381081759028,PUT,False
93,0,557,6,0.9502715747940261,PUT,False
94,1,228,1,0.5878546550106679,PUT,False
95,0,472,9,0.37511658780049056,PUT,False
96,0,355,4,1.0385904513613293,PUT,False
97,1,566,2,0.6642636412943501,PUT,False
98,0,319,2,0.6270764457451083,PUT,False
99,1,777,2,0.6264681369956929,PUT,False
100,0,374,8,0.43093455236620937,PUT,False
101,0,33,1,0.5373862847263344,PUT,False
102,1,617,2,0.07481339730878733,PUT,True
103,1,903,7,0.6303171008802082,PUT,False
104,0,849,6,0.9806174151101312,PUT,False
105,1,716,7,0.6636161294993277,PUT,False
106,0,743,6,0.8996505551326892,PUT,False
107,1,717,5,0.6904858910751763,PUT,False
108,1,294,0,0.9543051033386328,PUT,False
109,0,444,5,0.659126705706302,PUT,False
110,1,451,8,0.4290240580772419,PUT,False
111,1,818,3,0.07466668702555074,PUT,False
112,1,918,4,0.9009322906313338,PUT,False
113,0,538,2,0.6893132914130976,PUT,False
114,1,140,0,1.0270338898245281,PUT,False
115,1,788,1,0.5246948256580711,PUT,False
116,1,94,4,0.9576360264759081,PUT,False
117,0,967,7,0.6212098365684431,PUT,False
118,0,262,7,0.6377323513492874,PUT,False
119,1,984,0,0.9984684148586254,PUT,False
120,1,919,7,0.6138261759971722,PUT,False
121,0,380,8,0.4453385814726536,PUT,False
122,1,85,0,1.0290237153853459,PUT,False
123,0,893,7,0.646562001027586,PUT,False
124,0,243,1,0.5631009863423009,PUT,False
125,1,144,6,0.9478432890427643,PUT,False
126,1,689,5,0.6869785578413193,PUT,False
127,0,113,0,1.0162205673788012,PUT,False
128,0,859,3,0.07528789311052528,PUT,False
129,0,961,8,0.44281222190582736,PUT,False
130,0,805,2,0.6498728141749999,PUT,False
131,1,176,8,0.45117950919374533,PUT,False
132,1,503,3,0.07494076781202896,PUT,False
133,0,543,0,1.0254824506683264,PUT,False
134,0,257,9,0.07463517333800432,PUT,True
135,1,415,6,0.9463201633167789,PUT,False
136,0,71,5,0.6938909798590516,PUT,False
137,1,336,6,0.9290548816522256,PUT,False
138,0,156,9,0.3795898365035074,PUT,False
139,1,864,0,0.9485406645262576,PUT,False
140,1,572,0,0.9949478644818706,PUT,False
141,1,276,6,0.9878028941983659,PUT,False
142,0,500,0,0.9428103926467338,PUT,False
143,1,463,7,0.646356220564295,PUT,False
144,1,515,4,0.9829189222460962,PUT,False
145,0,997,6,0.9542578187884286,PUT,False
146,0,541,5,0.7036549055066681,PUT,False
147,1,648,5,0.6380296388960937,PUT,False
148,0,660,0,1.0217165096915246,PUT,False
149,1,210,9,0.37301406274735077,PUT,False
150,1,46,6,0.9593437036737864,PUT,False
151,0,325,8,0.4567432887751423,PUT,False
152,1,297,4,0.9634370916990784,PUT,False
153,1,473,3,0.0743506451442152,PUT,False
154,1,551,7,0.6494592182391862,PUT,False
155,0,454,4,0.9312135508685673,PUT,False
156,0,952,0,1.0113476806571147,PUT,False
157,1,256,3,0.0750863015563551,PUT,False
158,0,547,3,0.0747292749650138,PUT,False
159,0,553,5,0.6611828693243583,PUT,False
160,0,726,2,0.6647975363629267,PUT,False
161,1,361,6,0.9549769058177328,PUT,False
162,1,274,1,0.5365226238557133,PUT,False
163,0,874,9,0.3654028588938822,PUT,False
164,1,538,2,0.680727986929252,PUT,False
165,1,160,7,0.6695950292547865,PUT,False
166,0,223,1,0.5748523169627204,PUT,False
167,0,947,2,0.6641876101316815,PUT,False
168,0,321,1,0.5477911842699599,PUT,False
169,0,436,4,0.9198818257848643,PUT,False
170,1,822,5,0.6468620011961371,PUT,False
171,1,53,4,0.9204045666164848,PUT,False
172,1,331,2,0.6707817338209626,PUT,False
173,0,290,3,0.07470472562577089,PUT,False
174,0,258,7,0.6640029639807834,PUT,False
175,0,994,8,0.44406848135119026,PUT,False
176,1,342,1,0.5614227436307812,PUT,False
177,0,266,6,0.9316894569653101,PUT,False
178,0,374,5,0.6691295785154006,PUT,False
179,0,188,8,0.4314969745348618,PUT,False
180,0,115,5,0.6838415248072689,PUT,False
181,0,997,8,0.4422857162962427,PUT,False
182,1,743,1,0.5770384550500596,PUT,False
183,0,432,9,0.38605401255698274,PUT,False
184,0,522,8,0.37865845808389537,PUT,True
185,1,758,8,0.4260478685805923,PUT,False
186,0,184,9,0.3771589514517511,PUT,False
187,0,897,1,0.9658380899546335,PUT,True
188,0,581,4,0.9373578105743356,PUT,False
189,1,918,2,0.6913762097477203,PUT,False
190,0,370,8,0.43848947376653086,PUT,False
191,1,324,1,0.5676117567391586,PUT,False
192,0,904,5,0.6508059127330079,PUT,False
193,1,316,0,1.0157132724912252,PUT,False
194,1,283,7,0.6495789684256718,PUT,False
195,1,357,4,1.0439222227364893,PUT,False
196,1,60,6,0.9726356815611051,PUT,False
197,0,775,5,0.6500143370613303,PUT,False
198,1,210,2,0.6960101129560669,PUT,False
199,1,266,4,0.9743049856037058,PUT,False
200,0,201,0,1.0267568510851737,PUT,False
201,1,766,2,0.6671125148674557,PUT,False
202,0,868,6,0.9417217644223581,PUT,False
203,1,525,5,0.683658040526224,PUT,False
204,0,618,3,0.07533506551810186,PUT,False
205,0,591,4,1.0318964155977843,PUT,False
206,1,235,4,0.9419590038376882,PUT,False
207,1,613,2,0.6730205334257965,PUT,False
208,1,858,5,0.6512979577699977,PUT,False
209,1,470,8,0.4390780670708068,PUT,False
210,1,617,5,0.6893337156751997,PUT,False
211,1,301,9,0.38086344653595916,PUT,False
212,1,671,8,0.43318866856936467,PUT,False
213,0,726,5,0.6780184041920628,PUT,False
214,0,978,8,0.42813127505824566,PUT,False
215,0,894,1,0.5463438551870917,PUT,False
216,1,498,4,0.953245669922294,PUT,False
217,0,376,0,0.9873694832426915,PUT,False
218,1,430,8,0.42845747176098614,PUT,False
219,1,744,8,0.42463491127711017,PUT,False
220,0,589,3,0.07457340328623802,PUT,False
221,1,218,4,0.44157651105632695,PUT,True
222,0,540,5,0.6370752452265285,PUT,False
223,1,702,0,1.0301438274034482,PUT,False
224,0,230,9,0.36601147405093953,PUT,False
225,0,702,5,0.6922173947029842,PUT,False
226,0,923,4,1.0799163516507877,PUT,False
227,0,449,6,0.9065713269611934,PUT,False
228,0,458,5,0.7097703156584092,PUT,False
229,0,675,7,0.6165262160200221,PUT,False
230,1,255,6,0.9347319876656375,PUT,False
231,1,757,1,0.565373776464578,PUT,False
232,1,154,1,0.5603043483919569,PUT,False
233,1,595,3,0.07455275907915367,PUT,False
234,0,732,8,0.466023277525486,PUT,False
235,0,300,4,0.9690335890704701,PUT,False
236,1,132,5,0.6826968212284732,PUT,False
237,1,498,3,0.07452218358339659,PUT,False
238,0,425,7,0.6417699259551648,PUT,False
239,1,809,4,0.9456042066547589,PUT,False
240,1,803,8,0.4511695871045679,PUT,False
241,0,150,4,0.944319856221763,PUT,False
242,0,728,2,0.6328725010721157,PUT,False
243,1,983,5,0.6637970867480478,PUT,False
244,0,87,9,0.3815750997812333,PUT,False
245,0,634,7,0.636996499498751,PUT,False
246,0,568,8,0.4074365930817279,PUT,False
247,1,376,2,0.697988674609677,PUT,False
248,0,361,8,0.44589596210661486,PUT,False
249,0,945,5,0.6558486337762554,PUT,False
250,1,66,7,0.6499386618731819,PUT,False
251,0,333,6,0.9718216161509912,PUT,False
252,1,533,3,0.07475796314204754,PUT,False
253,0,819,6,0.9765074964265814,PUT,False
254,1,497,0,1.027808803302977,PUT,False
255,0,474,1,0.5823632260424466,PUT,False
256,1,253,6,0.9040271836355556,PUT,False
