product_id,mean,std,error_margin
0,0.9948775561680346,0.033569369506835936,0.06620139825690398
1,0.5658060765522037,0.024604821968078616,0.08531952856573008
2,0.6563200104738935,0.028228787994384767,0.08446372395554941
3,0.07483570571495302,0.0003814701080322266,0.014407235179716949
4,0.9733991079015671,0.045013472747802735,0.09087098960537991
5,0.6783925492220013,0.024223351860046385,0.07029557508153388
6,0.9472817209957266,0.035095249938964845,0.07262621277295477
7,0.6332937249134092,0.02136232604980469,0.06628736781122722
8,0.43990977140644505,0.01735688991546631,0.07758310478431805
9,0.3789354795233515,0.005149846458435059,0.027073849018727714
