,worker_id,package_id,region_id,error_rate,operation,label
0,0,874,6,0.00017664173129896488,PUT,False
1,0,604,16,0.000295145027551712,PUT,False
2,9,108,10,0.0001684944922282116,PUT,False
3,7,593,14,2.735373381148747e-05,PUT,False
4,1,853,10,0.00010798384515450035,PUT,False
5,7,569,5,0.0005565742499064976,PUT,False
6,0,144,15,0.0002183961854864849,PUT,False
7,7,507,12,8.583806813626504e-05,PUT,False
8,4,300,8,0.00042700957189914507,PUT,False
9,7,256,12,0.10695977762091198,PUT,True
10,1,183,2,8.854655011128233e-05,PUT,False
11,3,240,9,0.00023068092373126916,PUT,False
12,12,124,9,0.0006696319958250578,PUT,False
13,1,900,15,0.0007649197081116511,PUT,False
14,6,590,2,0.0006028298074113239,PUT,False
15,11,781,8,0.0003318375335919113,PUT,False
16,3,887,0,0.0005106075424079575,PUT,False
17,3,322,5,0.0003743628057292767,PUT,False
18,10,695,7,0.00010014640585103186,PUT,False
19,11,928,5,5.101133947234302e-05,PUT,False
20,0,512,8,7.316767837887097e-05,PUT,False
21,3,744,8,6.18117194443629e-05,PUT,False
22,4,788,15,5.00919944784401e-05,PUT,False
23,8,366,13,0.0004166221770653712,PUT,False
24,10,896,8,3.4804486962544135e-05,PUT,False
25,5,967,1,4.553772844382876e-05,PUT,False
26,10,968,4,0.00028399762009642806,PUT,False
27,2,859,12,0.0005264026420824499,PUT,False
28,6,799,9,0.00039240147657165514,PUT,False
29,6,842,1,0.0002996518160313147,PUT,False
30,13,34,6,0.0006922633912541142,PUT,False
31,1,995,10,0.0003096788562582224,PUT,False
32,6,13,11,0.19071362727898478,PUT,True
33,6,566,10,3.351840882391816e-05,PUT,False
34,11,6,9,0.0007020907119643485,PUT,False
35,13,934,16,0.00018536419156561467,PUT,False
36,14,725,12,0.0003731065442880239,PUT,False
37,4,636,8,1.4929622002231356e-06,PUT,False
38,13,701,1,0.0004414235703713705,PUT,False
39,2,608,5,0.00020834265864418642,PUT,False
40,4,30,3,7.24039261771724e-05,PUT,False
41,3,39,2,0.000108785238791329,PUT,False
42,3,121,8,0.00021232547328816557,PUT,False
43,10,830,15,0.0004508662878568811,PUT,False
44,7,503,6,0.0008496631296782238,PUT,False
45,4,168,16,9.406834859891609e-05,PUT,False
46,6,80,4,3.6417477596953475e-06,PUT,False
47,1,607,15,0.00011681590130373191,PUT,False
48,12,882,15,0.00019531815485338507,PUT,False
49,10,791,2,0.0006434410447981383,PUT,False
50,2,395,4,0.0001694581495129112,PUT,False
51,10,706,4,0.00041260460209542355,PUT,False
52,8,736,5,9.076324230253536e-05,PUT,False
53,8,723,5,0.00011830271047820603,PUT,False
