,worker_id,package_id,region_id,error_rate,operation,label
0,1,574,7,0.0005180179897859333,PUT,False
1,0,586,36,0.00024485138993321465,PUT,False
2,0,994,23,0.00038979761296748124,PUT,False
3,1,4,3,0.0003694375932508572,PUT,False
4,1,439,3,0.0003594819488245396,PUT,False
5,0,818,5,0.00027105491793748303,PUT,False
6,1,24,23,0.00024553308642000877,PUT,False
7,0,476,1,0.00021806939433449265,PUT,False
8,0,566,44,0.4572994335706098,PUT,True
9,0,811,6,2.553122765988452e-05,PUT,False
10,0,50,48,7.206816187585628e-05,PUT,False
11,1,502,48,0.00028049782565716297,PUT,False
12,1,784,11,8.831463035029511e-07,PUT,False
13,1,548,18,0.0002720148954675297,PUT,False
14,1,609,14,2.2934809561605833e-05,PUT,False
15,0,395,15,0.0002718837383699972,PUT,False
16,1,516,43,6.372187748815216e-05,PUT,False
17,1,46,16,9.388284467054649e-05,PUT,False
18,0,483,21,0.000153172256674228,PUT,False
19,0,311,6,0.00010105156523292956,PUT,False
20,1,498,12,0.00018751608547332775,PUT,False
21,1,84,28,0.00073273948913218,PUT,False
22,0,859,17,0.00023020922561883884,PUT,False
23,1,409,40,0.00010494646580405308,PUT,False
24,0,600,21,0.0003335182861781336,PUT,False
25,1,841,21,0.00024680143557717627,PUT,False
26,1,962,15,0.0007190625624673211,PUT,False
27,1,911,47,0.0002503186089080888,PUT,False
28,0,595,3,0.00032206283014761094,PUT,False
29,0,123,6,0.0011642735811610158,PUT,False
30,0,617,2,0.0001072351026851053,PUT,False
31,0,730,41,0.0007598635631550799,PUT,False
32,1,220,34,9.575312538919665e-06,PUT,False
33,1,140,44,0.00010192123858424492,PUT,False
34,1,444,23,0.0005174054146873705,PUT,False
35,1,867,3,0.00041729926681299633,PUT,False
36,0,481,11,6.334883758631619e-06,PUT,False
37,0,886,20,6.824598443432512e-05,PUT,False
38,0,398,8,0.00027730995366549987,PUT,False
39,0,834,9,0.00016595107599348157,PUT,False
40,1,403,36,0.0004561986067062217,PUT,False
