,worker_id,package_id,filling_id,weight,operation,label
0,1,6521,1,0.8091877218276352,PUT,False
1,0,1969,1,0.9097407380830401,PUT,False
2,1,1302,1,0.7672228124707999,PUT,False
3,0,1065,1,0.7961670754848164,PUT,False
4,0,2491,0,0.2207629832191775,PUT,False
5,0,1817,1,0.9094135305314892,PUT,False
6,0,531,0,0.23055725779817274,PUT,False
7,1,8444,1,0.8567960621200498,PUT,False
8,0,7578,1,0.807545122403593,PUT,False
9,0,7578,1,0.0,END,False
10,0,8573,1,0.9018153029687335,PUT,False
11,0,3363,0,0.22105390252394788,PUT,False
12,1,3564,1,0.8817789600592664,PUT,False
13,1,5898,1,0.7641923514665825,PUT,False
14,1,4694,0,0.20861457450516946,PUT,False
15,0,5896,1,0.7865442815841158,PUT,False
16,0,5473,1,0.8410880251304318,PUT,False
17,0,8512,0,0.21903315170450574,PUT,False
18,0,8512,0,0.0,END,False
19,1,2724,0,0.2240812748170462,PUT,False
20,1,2077,0,0.2292938968975714,PUT,False
21,0,6198,1,0.22876276574572826,PUT,True
22,1,833,1,0.8743070502197784,PUT,False
23,1,833,1,0.0,END,False
24,1,4337,0,0.22321152166716934,PUT,False
25,1,3241,1,0.8123245529271294,PUT,False
26,1,9875,0,0.22344976891915114,PUT,False
27,1,8418,1,0.8327659848284966,PUT,False
28,1,170,1,0.8555450837533167,PUT,False
29,0,4688,1,0.8738589897919261,PUT,False
30,1,1999,0,0.22380234950249028,PUT,False
31,1,3216,0,0.2224555171332678,PUT,False
32,0,3461,0,0.22262484446261052,PUT,False
33,0,1998,0,0.22976867079521815,PUT,False
34,0,8666,0,0.22220586681499435,PUT,False
35,1,3988,1,0.8119059992170287,PUT,False
36,0,8397,1,0.8558762582972029,PUT,False
37,1,3324,1,0.8241889164704913,PUT,False
38,1,533,1,0.8720695388323145,PUT,False
39,0,6473,1,0.8437582913105903,PUT,False
40,0,9290,0,0.21988704821637375,PUT,False
41,1,5964,1,0.8121462245407771,PUT,False
42,1,2706,0,0.23247694743702593,PUT,False
43,0,983,1,0.21752204371322031,PUT,True
44,1,3513,0,0.22266339085015022,PUT,False
45,1,5049,1,0.8509213827917702,PUT,False
46,1,48,1,0.8359259045485852,PUT,False
47,1,7811,1,0.7836398547261068,PUT,False
48,0,4098,1,0.8772601771840398,PUT,False
49,0,6433,1,0.8509429015199582,PUT,False
50,0,6433,1,0.0,END,False
51,1,996,0,0.23121613975998276,PUT,False
52,1,191,1,0.8342876225153233,PUT,False
53,0,4113,1,0.771634799023609,PUT,False
54,0,8046,1,0.9070386753341335,PUT,False
55,0,453,0,0.22167370685101384,PUT,False
56,0,6785,1,0.829113703589918,PUT,False
57,1,5809,0,0.22107795749194764,PUT,False
58,0,4602,0,0.2271354822269376,PUT,False
59,1,1054,1,0.8660234424798523,PUT,False
60,1,1031,1,0.8425142873063247,PUT,False
61,1,9182,0,0.2304225171660827,PUT,False
62,0,2304,0,0.222090665259027,PUT,False
63,0,2304,0,0.0,END,False
64,1,6896,1,0.8558524785665172,PUT,False
65,0,1650,1,0.8178889328196909,PUT,False
66,0,2080,1,0.9165743155509343,PUT,False
