,worker_id,package_id,filling_id,weight,operation,label
0,3,563,-1,0.9979786033344998,PUT,False
1,5,227,-1,0.545457718078698,PUT,False
2,11,353,-1,0.5740284504433054,PUT,False
3,2,1,-1,0.5473550811751894,PUT,False
4,5,83,-1,0.548255840000931,PUT,False
5,2,842,-1,0.5504850154053044,PUT,False
6,0,889,-1,0.9849176910471862,PUT,True
7,12,588,-1,1.0607311213695245,PUT,False
8,2,608,-1,0.5107402412194352,PUT,False
9,2,608,1,0.0,END,False
10,9,461,-1,0.571182328307441,PUT,False
11,5,945,-1,0.9478945372927767,PUT,False
12,7,567,-1,0.520709256057799,PUT,True
13,8,234,-1,1.0142326968107056,PUT,False
14,8,234,0,0.0,END,False
15,2,915,-1,0.9256858420196528,PUT,False
16,13,671,-1,0.997019032527709,PUT,False
17,7,10,-1,0.9448052301874156,PUT,True
18,6,990,-1,1.0617641966773275,PUT,False
19,6,942,-1,0.5332593801984897,PUT,True
20,5,846,-1,1.0128307092382762,PUT,False
21,10,926,-1,0.5595046070760742,PUT,True
22,5,646,-1,0.5487784127426167,PUT,False
23,14,812,-1,0.5303802544052283,PUT,False
24,7,639,-1,0.5635083527216923,PUT,True
25,11,70,-1,0.966569010044431,PUT,True
26,13,825,-1,0.5408755139229195,PUT,True
27,4,830,-1,0.531347794133422,PUT,False
28,9,41,-1,0.9775292126574371,PUT,True
29,9,41,1,0.0,END,True
30,3,487,-1,0.9369831850135174,PUT,False
31,9,125,-1,0.9272817790482539,PUT,False
32,13,58,-1,0.9385958030073881,PUT,False
33,13,405,-1,1.002836191447692,PUT,True
34,13,426,-1,0.5206129634455788,PUT,False
35,9,54,-1,0.9741729277874522,PUT,False
36,10,502,-1,1.0461873688346766,PUT,False
37,8,874,-1,0.5150534295163782,PUT,False
38,13,553,-1,0.5428746012098068,PUT,True
39,14,481,-1,0.5173168022536478,PUT,False
40,3,675,-1,1.0691056294821817,PUT,False
41,0,9,-1,0.528609342626903,PUT,True
42,0,9,0,0.0,END,True
43,6,204,-1,0.5380228595085372,PUT,False
44,10,633,-1,0.9396217404714634,PUT,True
45,11,164,-1,0.9211805619079357,PUT,False
46,9,865,-1,0.4998958445116914,PUT,False
47,0,655,-1,1.0243233611978766,PUT,True
48,1,157,-1,0.9526840914493875,PUT,False
49,1,157,0,0.0,END,False
50,3,303,-1,0.9520933826752419,PUT,False
51,6,711,-1,0.5520256129187718,PUT,True
52,0,688,-1,0.9644360436607362,PUT,False
53,11,534,-1,0.5013473622658033,PUT,False
54,6,569,-1,0.9043984208451329,PUT,False
55,1,970,-1,0.5547784154106199,PUT,True
56,10,831,-1,0.5663290849134153,PUT,False
57,5,450,-1,0.5768669360837728,PUT,False
58,9,468,-1,1.0016466407801112,PUT,True
59,14,695,-1,0.5526756063724024,PUT,False
60,13,981,-1,0.9149219508882183,PUT,True
61,7,780,-1,0.5666608309053777,PUT,False
62,7,438,-1,0.9865547553541791,PUT,True
63,12,791,-1,0.5402789938358621,PUT,False
64,9,601,-1,0.5585332962627538,PUT,False
65,6,812,-1,0.9690813992415334,PUT,True
66,6,812,1,0.0,END,True
67,8,176,-1,0.8946732533430025,PUT,True
68,9,865,-1,0.9698653569252139,PUT,True
69,13,351,-1,0.5289405668686006,PUT,False
70,8,101,-1,0.5564575258088744,PUT,True
71,8,311,-1,0.5146580692738592,PUT,False
72,4,598,-1,0.5390831468142023,PUT,False
73,3,67,-1,0.5415208397069959,PUT,True
74,5,705,-1,0.9587501957805215,PUT,False
75,14,5,-1,0.48880108892292845,PUT,False
76,6,740,-1,0.9742685446473714,PUT,False
77,8,990,-1,0.9942049907474971,PUT,True
78,8,990,1,0.0,END,True
79,2,722,-1,0.5457504354564798,PUT,True
80,11,975,-1,1.0502759594852065,PUT,False
81,7,37,-1,0.5466543145367885,PUT,True
82,6,286,-1,0.572784648394681,PUT,False
83,8,949,-1,0.5406309166046803,PUT,False
84,13,12,-1,0.4612758223923087,PUT,True
85,8,266,-1,0.8994571568820118,PUT,True
86,14,208,-1,0.5407854378041176,PUT,True
87,0,635,-1,0.9313841190159148,PUT,True
88,4,182,-1,0.5126994789602509,PUT,True
89,14,365,-1,0.9816897929099017,PUT,False
90,12,953,-1,0.5103836394601817,PUT,False
91,10,438,-1,0.5634332163369281,PUT,True
92,3,143,-1,1.018342668841755,PUT,False
93,5,405,-1,0.8966234748730654,PUT,True
94,1,382,-1,0.5358478149666551,PUT,True
95,7,751,-1,0.48712185267312247,PUT,True
96,4,707,-1,0.9706077777526569,PUT,False
97,1,211,-1,1.0462691724871642,PUT,True
98,5,696,-1,0.5327479097030561,PUT,False
99,9,42,-1,1.0103611955124443,PUT,False
100,0,143,-1,1.0021927612360826,PUT,True
101,13,137,-1,0.5357890527428701,PUT,True
102,1,970,-1,0.5531064622438446,PUT,True
103,2,309,-1,0.5375840972402608,PUT,False
104,2,961,-1,0.5686917657009726,PUT,False
105,7,81,-1,0.496473259671714,PUT,False
106,1,6,-1,0.5366575763485861,PUT,False
107,11,659,-1,0.5242931178502206,PUT,True
108,3,396,-1,0.5629670902358633,PUT,True
109,0,758,-1,0.996345255996492,PUT,False
110,9,396,-1,0.9285649674926725,PUT,False
111,9,153,-1,1.0037449859212284,PUT,True
112,11,5,-1,0.5539978923920884,PUT,False
113,11,5,1,0.0,END,False
114,2,688,-1,0.9352060031112219,PUT,False
115,0,45,-1,0.49018487556539436,PUT,False
116,0,45,1,0.0,END,False
117,6,321,-1,1.0101293475177822,PUT,True
118,14,920,-1,0.5651648967643236,PUT,False
119,5,241,-1,0.9703490783522235,PUT,False
120,4,361,-1,0.5311952969464553,PUT,False
121,13,259,-1,0.9656050464916999,PUT,False
122,9,122,-1,1.0420220215742704,PUT,False
123,0,55,-1,0.8953954074526373,PUT,True
124,4,681,-1,0.9700777036390162,PUT,True
125,14,213,-1,0.5262577978559714,PUT,True
126,2,923,-1,0.48358111462408393,PUT,True
127,11,417,-1,0.9800966249312175,PUT,False
128,5,969,-1,0.9862703979181958,PUT,True
129,10,691,-1,0.9131954868416126,PUT,False
130,8,827,-1,0.531457143405783,PUT,False
131,14,848,-1,0.5389131038180144,PUT,True
132,7,980,-1,0.9627664172754257,PUT,True
133,13,918,-1,0.9268825306622528,PUT,False
134,1,98,-1,1.0367287841243245,PUT,True
135,8,360,-1,1.0027342473569922,PUT,False
136,10,594,-1,0.54642428841991,PUT,True
137,14,860,-1,1.0038573145148373,PUT,True
138,14,411,-1,1.0281358967150733,PUT,True
139,6,382,-1,0.5434444140212306,PUT,True
140,2,684,-1,0.9982117683497971,PUT,True
141,3,516,-1,0.5332513131303245,PUT,False
142,14,440,-1,0.5030990606441771,PUT,False
143,13,139,-1,0.5401771398000775,PUT,True
144,5,963,-1,0.9704624144717383,PUT,False
145,10,663,-1,0.560932644583902,PUT,False
146,6,534,-1,0.96947492138889,PUT,False
147,6,534,0,0.0,END,False
148,7,697,-1,0.5719791211479037,PUT,True
149,13,979,-1,1.0390145842251826,PUT,False
150,13,979,0,0.0,END,False
151,7,598,-1,0.980260007521664,PUT,False
152,12,164,-1,0.5143729853188203,PUT,True
153,13,865,-1,0.5137977001568033,PUT,True
154,1,911,-1,0.9762381883723087,PUT,True
155,1,149,-1,0.5442669199163023,PUT,True
156,10,808,-1,0.4946982530513568,PUT,True
157,1,143,-1,0.5535334988283966,PUT,True
158,13,903,-1,0.5268458464697592,PUT,True
159,3,612,-1,0.9374781969573132,PUT,False
160,3,612,0,0.0,END,False
161,3,605,-1,0.5798044934541033,PUT,False
162,12,856,-1,0.9909159225949818,PUT,True
163,7,493,-1,0.5535330345548171,PUT,True
164,10,532,-1,0.535359637042053,PUT,True
165,14,775,-1,1.0575841329365219,PUT,True
166,11,699,-1,0.520841259727857,PUT,False
167,14,634,-1,0.5268000867191672,PUT,True
168,14,101,-1,0.9212559297513805,PUT,True
169,14,101,1,0.0,END,True
170,8,914,-1,0.9520112540693415,PUT,False
171,4,456,-1,1.0043696308692025,PUT,True
172,7,954,-1,0.9645519010659912,PUT,False
173,5,942,-1,0.937565907831452,PUT,True
174,13,486,-1,0.9513409828372552,PUT,False
175,2,286,-1,0.5518116452318923,PUT,True
176,11,79,-1,0.5345521262742908,PUT,True
177,9,33,-1,0.5380918394271149,PUT,False
178,14,765,-1,0.9709828541143324,PUT,False
179,0,23,-1,0.9802102475240386,PUT,False
180,14,498,-1,0.9713906043359155,PUT,False
181,14,498,0,0.0,END,False
182,0,238,-1,0.5458762303370917,PUT,True
183,5,382,-1,0.5372167333331316,PUT,False
184,5,382,1,0.0,END,True
185,10,307,-1,0.989163439437712,PUT,True
186,10,307,1,0.0,END,True
187,13,386,-1,0.5680543512452381,PUT,True
188,2,664,-1,0.5233562865214337,PUT,True
189,4,250,-1,0.9038808353372152,PUT,True
190,4,250,1,0.0,END,True
191,12,275,-1,0.9949537725229534,PUT,True
192,5,504,-1,0.5652616832240183,PUT,True
193,10,684,-1,0.9229763101051764,PUT,True
194,6,775,-1,1.0721694449714607,PUT,True
195,0,651,-1,1.0124085095985218,PUT,True
196,5,757,-1,0.5099000268936066,PUT,False
197,5,757,1,0.0,END,False
198,1,504,-1,0.5179223317201308,PUT,False
199,13,916,-1,0.5654682977499487,PUT,False
200,13,367,-1,0.5390706919992522,PUT,False
201,10,661,-1,0.553075275571731,PUT,True
202,13,859,-1,0.488398469823134,PUT,True
203,13,859,0,0.0,END,True
204,6,759,-1,0.9829203427756804,PUT,False
205,5,469,-1,0.5216011444646509,PUT,True
206,2,857,-1,0.512581284677961,PUT,True
207,0,131,-1,0.536379095334827,PUT,True
208,12,988,-1,0.965429351886049,PUT,True
209,6,474,-1,0.9906608027417779,PUT,True
210,12,744,-1,0.5687065092703859,PUT,False
211,1,359,-1,0.5114831859374542,PUT,True
212,4,52,-1,0.5378946548946489,PUT,False
213,1,201,-1,0.5698038621553788,PUT,True
214,1,201,0,0.0,END,True
215,6,507,-1,1.0655314143768542,PUT,True
216,4,588,-1,0.5700368779084839,PUT,False
217,1,650,-1,1.025439236186164,PUT,True
218,14,869,-1,0.921230619474238,PUT,False
219,13,517,-1,0.5083029761404873,PUT,True
220,6,429,-1,0.9564362568688326,PUT,True
221,12,84,-1,0.510032208415805,PUT,False
222,0,570,-1,0.5527787892058184,PUT,False
223,14,997,-1,0.9429176780713809,PUT,True
224,14,997,1,0.0,END,True
225,7,152,-1,1.0090841589230102,PUT,False
226,14,1,-1,0.5282301299818802,PUT,True
227,12,960,-1,0.5399229605463028,PUT,False
228,1,255,-1,0.9777771287627783,PUT,True
229,7,139,-1,0.5411828602598383,PUT,True
230,5,794,-1,1.0159225168164512,PUT,True
231,14,921,-1,0.9932871946185376,PUT,False
232,3,428,-1,0.5133191912874476,PUT,False
233,7,978,-1,0.537519954577831,PUT,False
234,7,306,-1,0.5416778923177054,PUT,True
235,2,719,-1,1.044004223335219,PUT,True
236,6,634,-1,0.5584342925121613,PUT,False
237,8,208,-1,0.9550678248220182,PUT,True
238,1,81,-1,0.9255808951829612,PUT,False
239,6,868,-1,1.0148833398399848,PUT,True
240,6,284,-1,0.9929914427442887,PUT,False
241,7,12,-1,0.5366377259813901,PUT,True
242,8,999,-1,0.5580586637038953,PUT,False
243,11,722,-1,0.5772658394494903,PUT,False
244,5,213,-1,0.9502119140773864,PUT,True
245,5,609,-1,0.5312080166385577,PUT,False
246,3,424,-1,0.9198718085972278,PUT,False
247,9,833,-1,0.5999222993935407,PUT,True
248,6,645,-1,0.9977571301122352,PUT,False
249,14,736,-1,0.5661905795816572,PUT,False
250,7,975,-1,0.9565656398836692,PUT,False
251,1,295,-1,1.009407618751351,PUT,False
252,0,346,-1,0.9503838615996459,PUT,False
253,8,720,-1,1.0307102314928263,PUT,True
254,3,399,-1,0.988250163193021,PUT,False
255,10,19,-1,0.9232358175585769,PUT,True
256,13,424,-1,1.0219323602962394,PUT,True
257,7,625,-1,0.4923252784615884,PUT,True
258,13,987,-1,0.9669038745860229,PUT,True
259,1,395,-1,0.8890086910425602,PUT,False
260,1,13,-1,0.5346966608348982,PUT,True
261,7,847,-1,0.5685081123908131,PUT,True
262,14,906,-1,0.9655825384915666,PUT,True
263,9,324,-1,0.5533278523736366,PUT,False
264,0,293,-1,0.524092174238232,PUT,True
265,3,712,-1,0.5223558808414349,PUT,False
266,13,491,-1,0.9205294265135425,PUT,True
267,11,55,-1,0.9332770356570992,PUT,True
268,0,897,-1,0.9327467384229504,PUT,True
269,11,569,-1,0.9584847064513776,PUT,True
270,9,150,-1,1.0026132449444805,PUT,True
271,0,0,-1,0.48215879758354935,PUT,True
272,11,719,-1,0.9879779096487961,PUT,True
273,3,422,-1,0.9578345376573564,PUT,False
274,0,75,-1,0.8651309096304869,PUT,True
275,0,75,1,0.0,END,True
276,2,403,-1,0.514385596849636,PUT,True
277,2,368,-1,0.5485922186306622,PUT,True
278,7,717,-1,0.999276689531112,PUT,False
279,11,331,-1,0.5364115449156603,PUT,False
280,10,51,-1,0.5459050612980755,PUT,True
281,12,877,-1,0.954185857442652,PUT,True
282,11,705,-1,1.0208269420694314,PUT,False
283,9,730,-1,0.5090827280538486,PUT,True
284,8,453,-1,0.5253341866416344,PUT,True
285,10,967,-1,0.5094053891035293,PUT,False
286,0,888,-1,0.5337144276458715,PUT,True
287,11,311,-1,0.9901258035435218,PUT,False
288,0,508,-1,0.5343728544601369,PUT,False
289,0,893,-1,1.0058274475802447,PUT,False
290,14,976,-1,0.9206406198346565,PUT,True
291,3,692,-1,0.5211214603400559,PUT,False
292,10,507,-1,1.0069256281290588,PUT,False
293,10,547,-1,0.9772885018949795,PUT,False
294,5,240,-1,0.5378967054873484,PUT,True
295,9,121,-1,0.9390884910913492,PUT,False
296,8,391,-1,0.49794867654801533,PUT,False
297,13,550,-1,0.47109321329835224,PUT,False
298,7,428,-1,0.509783436646341,PUT,True
299,10,600,-1,0.5521611916277336,PUT,True
300,10,600,0,0.0,END,True
301,6,854,-1,0.5441529579194642,PUT,False
302,13,140,-1,0.559794766502843,PUT,True
303,12,46,-1,0.5584409302323758,PUT,True
304,10,102,-1,1.0541417461113218,PUT,True
305,5,719,-1,0.9984488730910573,PUT,False
306,0,547,-1,0.9626156552782594,PUT,True
307,2,269,-1,0.5120171550481434,PUT,False
308,13,982,-1,0.4897463168038153,PUT,True
309,5,71,-1,0.9523512209213112,PUT,True
310,5,33,-1,1.0080982050174274,PUT,False
311,9,27,-1,0.5539065458772022,PUT,False
312,0,269,-1,0.5331922597609237,PUT,True
313,1,429,-1,0.48451374671094205,PUT,True
314,1,429,0,0.0,END,True
315,4,848,-1,1.0380616424455895,PUT,True
316,3,637,-1,0.47946594211852867,PUT,True
317,12,893,-1,0.9678424315376346,PUT,True
318,8,742,-1,0.521729551281193,PUT,True
319,14,155,-1,0.5760372305761031,PUT,False
320,12,86,-1,0.5250634548767696,PUT,True
321,6,830,-1,0.4839113018673202,PUT,True
322,5,513,-1,1.0231134129298831,PUT,True
323,12,222,-1,0.9833450855663494,PUT,True
324,4,416,-1,0.9898555892981771,PUT,True
325,2,916,-1,0.9982032167047141,PUT,True
326,8,355,-1,0.5317038968493463,PUT,False
327,8,355,1,0.0,END,False
328,4,834,-1,0.5075321245188923,PUT,True
329,12,87,-1,0.9773655929862887,PUT,True
330,10,386,-1,0.9395167591457113,PUT,True
331,12,360,-1,0.56658143244817,PUT,False
332,12,360,1,0.0,END,False
333,11,557,-1,0.9674778925314331,PUT,True
334,14,452,-1,0.9772304317846681,PUT,True
335,10,120,-1,0.5416386750903633,PUT,True
336,5,735,-1,0.49332409900890273,PUT,False
337,4,690,-1,0.5814162253677455,PUT,True
338,8,287,-1,0.905096219844529,PUT,False
339,4,769,-1,0.9343459990486102,PUT,False
340,10,870,-1,0.5545910995484516,PUT,False
341,10,550,-1,0.9804570417316607,PUT,True
342,0,893,-1,0.5768107227236362,PUT,True
343,3,686,-1,0.9479478323572031,PUT,True
