,worker_id,package_id,filling_id,weight,operation,label
0,11,857,-1,0.926993391639406,PUT,False
1,12,733,-1,0.9250363806714402,PUT,False
2,4,742,-1,0.28451291195000683,PUT,False
3,9,403,-1,0.9267000465170603,PUT,False
4,13,920,-1,0.9260414525002422,PUT,False
5,9,327,-1,0.2687992518064561,PUT,False
6,3,478,-1,0.27226431604795476,PUT,False
7,4,511,-1,0.9284632353357422,PUT,False
8,8,88,-1,0.9282995429273307,PUT,False
9,10,717,-1,0.926652349153489,PUT,False
10,6,213,-1,0.9239344495055741,PUT,False
11,2,645,-1,0.9249557041314233,PUT,False
12,9,529,-1,0.92726177757017,PUT,False
13,6,129,-1,0.27562207940941447,PUT,False
14,6,129,0,0.0,END,False
15,6,275,-1,0.27330292342429424,PUT,False
16,2,117,-1,0.28415963069125344,PUT,False
17,12,652,-1,0.9285726242604705,PUT,False
18,12,652,1,0.0,END,False
19,2,445,-1,0.9270354301499456,PUT,False
20,11,518,-1,0.928264152551856,PUT,False
21,14,250,-1,0.29431514945924764,PUT,False
22,13,322,-1,0.9270975816576865,PUT,False
23,13,490,-1,0.9279768077089257,PUT,False
24,2,916,-1,0.28193274379215233,PUT,False
25,5,949,-1,0.9293195241048434,PUT,False
26,6,774,-1,0.9271831863125031,PUT,False
27,1,688,-1,0.26514654416019384,PUT,True
28,11,423,-1,0.9249772584177983,PUT,False
29,11,342,-1,0.9274236888940778,PUT,False
30,1,64,-1,0.9259909827695665,PUT,False
31,13,94,-1,0.2723849196647945,PUT,False
32,13,94,0,0.0,END,False
33,5,624,-1,0.2724265886216326,PUT,False
34,5,829,-1,0.9276962719969977,PUT,False
35,14,725,-1,0.272889031455892,PUT,False
36,0,840,-1,0.9276578257487745,PUT,False
37,0,898,-1,0.9275766152592367,PUT,False
38,1,81,-1,0.9266292375929958,PUT,False
39,0,736,-1,0.9295499207807434,PUT,False
40,10,536,-1,0.26000783716801223,PUT,False
41,10,185,-1,0.2764856590691211,PUT,False
42,1,610,-1,0.9268310976723977,PUT,False
43,1,610,1,0.0,END,False
44,9,655,-1,0.2823304674898946,PUT,False
45,3,941,-1,0.9289151630221713,PUT,False
46,1,418,-1,0.9282845269389869,PUT,False
47,1,418,1,0.0,END,False
48,0,200,-1,0.9282065978928857,PUT,False
49,7,558,-1,0.26283376436473416,PUT,False
50,7,558,0,0.0,END,False
51,4,406,-1,0.9271470718120234,PUT,False
52,8,714,-1,0.286687401160266,PUT,False
53,9,875,-1,0.26173011914137045,PUT,False
54,14,494,-1,0.9284142115764749,PUT,False
55,1,112,-1,0.927188328620267,PUT,False
56,8,90,-1,0.28109391341298834,PUT,False
57,5,133,-1,0.9289799577611954,PUT,False
58,14,331,-1,0.26868494075661636,PUT,False
59,14,220,-1,0.2794269453628972,PUT,False
60,6,286,-1,0.2800575282169001,PUT,False
61,3,860,-1,0.929172490563162,PUT,False
62,13,948,-1,0.2847904924566133,PUT,False
63,4,236,-1,0.9283657370074866,PUT,False
64,11,238,-1,0.9267794032259905,PUT,False
65,5,269,-1,0.2834789213227226,PUT,False
66,3,322,-1,0.9276702502524256,PUT,False
67,12,519,-1,0.9289188462625956,PUT,False
68,5,200,-1,0.9261828254141575,PUT,False
69,6,269,-1,0.27446870010259744,PUT,False
70,1,590,-1,0.27306990196383263,PUT,False
71,5,175,-1,0.9274006338885801,PUT,False
72,5,175,1,0.0,END,False
73,1,617,-1,0.2930599235822856,PUT,False
74,12,431,-1,0.9282408889371958,PUT,False
75,5,509,-1,0.9278936721299844,PUT,False
76,5,622,-1,0.929603386802407,PUT,False
77,0,867,-1,0.27111202499492654,PUT,False
78,9,698,-1,0.9312042655508423,PUT,False
79,4,124,-1,0.925907606551446,PUT,False
80,4,350,-1,0.2785278535658823,PUT,False
81,8,227,-1,0.9271638032349742,PUT,False
82,10,302,-1,0.27445329790767425,PUT,False
83,14,546,-1,0.9285085712086382,PUT,False
84,7,876,-1,0.2839867616461752,PUT,False
85,13,822,-1,0.2643802819141766,PUT,False
86,9,311,-1,0.928909451642424,PUT,False
87,5,839,-1,0.9288118619438995,PUT,False
88,10,145,-1,0.9316252114330322,PUT,False
