,worker_id,package_id,region_id,error_rate,operation,label
0,9,829,8,0.00019659195576210875,PUT,False
1,2,825,14,0.00013207562319454878,PUT,False
2,5,456,15,6.24850867358425e-05,PUT,False
3,14,867,6,1.8315108816071225e-05,PUT,False
4,0,345,13,0.00017684995227479678,PUT,False
5,9,975,4,0.00010302570128421154,PUT,False
6,2,278,1,0.00027386241301260924,PUT,False
7,12,855,5,5.728065065993664e-05,PUT,False
8,13,156,13,0.00030907960123201277,PUT,False
9,3,741,5,4.829878842235318e-05,PUT,False
10,1,274,8,1.3712452711744975e-05,PUT,False
11,3,880,7,0.00019659246404146808,PUT,False
12,7,185,10,0.00033869125934289255,PUT,False
13,4,64,16,0.0005940330262570412,PUT,False
14,13,554,16,0.0004127785162602025,PUT,False
15,3,121,5,0.00019667860105994042,PUT,False
16,12,662,1,7.97702701554916e-05,PUT,False
17,0,875,2,0.0001627049119934568,PUT,False
18,5,108,9,0.0007561513688298234,PUT,False
19,9,954,14,0.00020561372726593375,PUT,False
20,8,435,6,0.000328146460989537,PUT,False
21,4,725,3,0.00031743944616522925,PUT,False
22,3,776,4,0.0004081142113190952,PUT,False
23,14,694,16,0.000466488601729703,PUT,False
24,14,541,12,0.000523379730024401,PUT,False
25,13,576,2,0.00012156019639156948,PUT,False
26,12,736,8,6.377926590369244e-05,PUT,False
27,12,496,7,0.00017152683504913907,PUT,False
28,14,843,10,0.0001608629645933039,PUT,False
29,3,533,12,0.00029054955638266094,PUT,False
30,4,514,7,0.00013872126709590845,PUT,False
31,6,480,7,0.00025838357366399705,PUT,False
32,14,475,4,0.00012116428764602086,PUT,False
33,10,307,1,0.00021000151428755945,PUT,False
34,4,294,4,0.0003509123081835711,PUT,False
35,8,286,0,0.00045314779338346157,PUT,False
36,8,113,10,6.869493015102599e-05,PUT,False
37,4,613,2,2.6006763789139718e-05,PUT,False
38,2,651,13,0.0001126330901697123,PUT,False
39,3,832,1,0.0005184664683944716,PUT,False
40,10,397,7,4.8615737688213555e-05,PUT,False
41,12,451,4,0.0001550038463455764,PUT,False
42,14,220,9,0.00020248106707062245,PUT,False
43,0,850,6,0.0006411308226456349,PUT,False
44,12,617,13,0.0004698670933125414,PUT,False
45,0,603,6,1.2933916324445539e-05,PUT,False
46,4,995,13,0.0004960927527856049,PUT,False
47,13,754,12,0.00030576876790995095,PUT,False
48,13,998,11,0.000333641970715876,PUT,False
49,2,160,10,3.0967448975024005e-05,PUT,False
50,6,910,14,4.1432147019839065e-05,PUT,False
51,4,564,1,1.3743254440951322e-05,PUT,False
52,11,398,12,0.000313408255941182,PUT,False
53,2,36,14,0.00033502989946451863,PUT,False
54,14,616,11,0.00022798919017757128,PUT,False
55,2,819,14,0.0002618525898922853,PUT,False
56,9,273,7,0.0005564245776496096,PUT,False
57,13,869,9,0.0001754110604731071,PUT,False
58,8,794,13,0.0006636003977512702,PUT,False
59,10,162,3,0.00027763497049393,PUT,False
60,10,930,7,0.0008781195640459153,PUT,False
61,8,659,1,0.00037203292874020557,PUT,False
62,10,607,9,0.0007271121432050214,PUT,False
63,12,531,16,0.0007226933650387666,PUT,False
64,4,786,12,0.0001800001250631367,PUT,False
65,13,445,4,0.00018351953999154273,PUT,False
66,13,681,12,2.9360072835717424e-05,PUT,False
67,10,887,13,5.316154393938998e-05,PUT,False
68,9,335,4,0.0001284535168982584,PUT,False
69,3,450,4,0.00039219911218673026,PUT,False
70,0,520,3,0.0002628002368449443,PUT,False
71,14,912,10,0.0006060121950687213,PUT,False
72,5,63,12,0.0001579420362416122,PUT,False
73,12,173,5,7.77313679043599e-06,PUT,False
74,9,673,13,0.0003610679657520174,PUT,False
75,13,734,14,0.000479397409429273,PUT,False
76,4,768,8,0.0003900014032514381,PUT,False
77,11,691,9,0.0001134108585988744,PUT,False
78,5,664,10,3.095983512424088e-05,PUT,False
79,7,246,5,0.0005735894728266361,PUT,False
80,1,615,8,0.00016721079041909405,PUT,False
81,12,478,2,0.00014555307417986218,PUT,False
82,1,144,3,6.903902692401491e-05,PUT,False
83,5,49,9,0.0001207497272121772,PUT,False
84,2,893,8,0.0003229818406154938,PUT,False
85,7,565,5,0.00033801965269534304,PUT,False
86,9,721,9,0.0005673643843377895,PUT,False
87,11,571,0,0.00048238918868762293,PUT,False
88,8,656,11,0.00015059523837405864,PUT,False
89,11,95,12,4.479771809165991e-06,PUT,False
90,2,122,11,0.00048536846743125307,PUT,False
91,13,668,12,0.00018558041121068998,PUT,False
92,6,256,15,9.972466813107935e-05,PUT,False
93,9,459,13,0.0005633569306602288,PUT,False
94,1,715,5,0.0006750568747543626,PUT,False
95,10,988,10,0.0005733590104232013,PUT,False
96,4,202,12,0.000592526982931617,PUT,False
97,13,315,4,0.0005878685447349002,PUT,False
98,2,164,8,0.00028623036140848403,PUT,False
99,8,989,9,0.00037084551482256193,PUT,False
100,8,288,3,0.0004150074230218468,PUT,False
101,3,567,13,2.0114014442417715e-05,PUT,False
102,14,222,16,0.0007507592749599815,PUT,False
103,14,53,15,0.00038893020704236384,PUT,False
104,5,906,16,0.0003443095168825462,PUT,False
105,3,557,16,0.0007709442722163949,PUT,False
106,10,267,15,2.4261532823744002e-05,PUT,False
107,7,490,9,3.796834490291546e-05,PUT,False
108,10,650,5,0.0007044703908200066,PUT,False
109,10,708,15,0.00014844489539934426,PUT,False
110,2,545,5,0.00013053383976918296,PUT,False
111,13,589,15,0.00029427859389323947,PUT,False
112,7,627,5,0.00020958861035490895,PUT,False
113,7,625,13,0.00024954365871661806,PUT,False
114,14,680,1,0.00018499483211654923,PUT,False
115,14,247,12,0.00010906140905665173,PUT,False
116,1,994,2,0.00033655205931092737,PUT,False
117,2,280,7,0.00016760196042888567,PUT,False
118,3,784,8,5.129751134907921e-05,PUT,False
119,13,955,15,0.0009859901597479297,PUT,False
120,7,103,10,0.0002371599591400566,PUT,False
121,5,689,16,0.0007189334025498917,PUT,False
122,2,864,8,0.0006218092161672607,PUT,False
123,9,389,10,0.0004056396744393215,PUT,False
124,10,67,1,0.0002783882724752551,PUT,False
125,3,805,8,0.0006383068012338871,PUT,False
126,9,466,6,0.0003174541071599713,PUT,False
127,1,886,4,2.0191483311326507e-05,PUT,False
128,10,175,13,0.00022891191635424508,PUT,False
129,1,583,5,0.00017056269299148272,PUT,False
130,10,729,5,0.0004494611785096354,PUT,False
131,11,816,10,0.0005063246235625603,PUT,False
132,14,410,0,7.588184680723036e-05,PUT,False
133,8,65,2,0.0003615948025651743,PUT,False
134,2,792,0,0.00022152574400623927,PUT,False
135,2,934,7,0.00022104255753935294,PUT,False
136,2,666,14,0.0004981932495135403,PUT,False
137,11,106,7,0.00019963903554453744,PUT,False
138,4,634,12,0.0004807220401365338,PUT,False
139,0,788,11,1.9220423959127945e-05,PUT,False
140,7,377,3,1.9404571611801416e-05,PUT,False
141,14,871,11,0.2976829753075318,PUT,True
142,3,471,11,0.00041173757311666,PUT,False
143,7,951,9,0.00012920336661098052,PUT,False
144,6,606,13,0.0005610997755149521,PUT,False
145,9,42,4,0.00036240722878119676,PUT,False
146,14,757,11,4.25502007707972e-05,PUT,False
147,7,512,9,2.067071224014791e-05,PUT,False
148,4,205,15,0.0002608569056316516,PUT,False
149,8,404,8,0.0004241427384570904,PUT,False
150,11,193,16,0.0001568652194510523,PUT,False
151,10,48,0,0.00016692152218272907,PUT,False
152,11,225,3,5.1670558937583485e-05,PUT,False
153,14,104,4,0.0004050630936922695,PUT,False
