product_id,mean,std,error_margin
0,0.05167284994541721,0.0015258804321289063,0.059149131677897995
1,0.7089894494764641,0.004005436134338378,0.011565079482209306
2,0.08005378462172241,0.003433230972290039,0.0860926095240305
3,0.29831070105695334,0.005722051620483399,0.0388021408224475
4,0.3888489368388338,0.006103521728515625,0.03119608750439422
5,0.8826643431459129,0.026893642616271973,0.06009355213946065
6,0.4847134148271527,0.02384188175201416,0.09690281921475709
7,0.2615825550485831,0.0085830774307251,0.06560267288661815
8,0.06470916098618651,0.0022888206481933597,0.07119076967593857
9,0.2330250488688106,0.0019073505401611332,0.01758706889648587
10,0.18334242036528348,0.005149846458435059,0.055436804428427834
11,0.415115083369487,0.01392365894317627,0.06602319369991654
12,0.4746618205955988,0.0171661548614502,0.07134170542235464
13,0.10187140965310804,0.0015258804321289063,0.030183335145486902
14,0.6813137669109933,0.018119830131530762,0.052193841494402385
15,0.0500849861923115,0.0011444103240966798,0.04910388086686329
16,0.7876554580323147,0.019836445617675783,0.049824131570001234
17,0.7256440171257363,0.02899172821044922,0.07880407132532419
18,0.6676595712872341,0.005149846458435059,0.015157417755594272
19,0.7781183389280119,0.026512172508239746,0.06720192667175395
20,0.8899131009985657,0.02613070240020752,0.057612457288012286
21,0.13546929133545693,0.005340581512451172,0.07985865429028355
22,0.46205757821057125,0.005531316566467286,0.02371916225976275
23,0.3074940696166101,0.007057196998596192,0.046126654962663306
24,0.6864189221491269,0.020408650779724122,0.05830636962228058
25,0.12669302162472063,0.0017166154861450198,0.026717352798940976
26,0.8736060119215574,0.010299692916870117,0.023163014887920264
27,0.9621887471920192,0.026512172508239746,0.05414104689861709
28,0.03679087461556563,0.0007629402160644532,0.04249587562372752
29,0.8306094946756656,0.015831009483337405,0.03775450468974722
30,0.19113405413461293,0.0011444103240966798,0.012493022855326108
31,0.20401340693056635,0.0005722051620483398,0.005990676969277253
32,0.1510178233274635,0.0045776412963867185,0.06042934536084681
33,0.39019536251505516,0.012016308403015137,0.060546053040580264
34,0.9443607948225902,0.026512172508239746,0.05524062093373825
35,0.6534563279960248,0.029945403480529785,0.09012629033763803
36,0.761336432143114,0.020599385833740234,0.05318321419098038
37,0.5428185346432607,0.009727487754821778,0.035722617355117704
38,0.45186851951309626,0.008392342376708986,0.03701551899883816
39,0.16199552757300417,0.0059127866744995115,0.07285062835980821
40,0.6588490417054494,0.022125266265869144,0.06589380003126148
41,0.8955336645311692,0.02784731788635254,0.060973730623633406
42,0.03885150314024288,0.0011444103240966798,0.060923547886319124
43,0.7644070094911009,0.02136232604980469,0.055027424508628325
44,0.9313224188989164,0.022697471427917483,0.047805921340488645
45,0.10951841177226995,0.0030517608642578126,0.05627152024576492
46,0.6394766758292155,0.023651146697998046,0.07285318471896234
47,0.15356636798763212,0.0005722051620483398,0.007432644532846123
48,0.5446138904256428,0.026893642616271973,0.09740789967255
49,0.051067811470311586,0.0019073505401611332,0.0762594235467628
50,0.6226255350915637,0.010681163024902345,0.033997045601127984
51,0.12844335548248031,0.001335145378112793,0.02122454001633034
52,0.7396068531164829,0.02498629207611084,0.0666359289455482
53,0.2640671951102851,0.0017166154861450198,0.012994453052439736
54,0.2901838924330937,0.011253368186950684,0.07711680442458406
55,0.5284304117420517,0.011444103240966797,0.04264896496834675
56,0.4221546473922374,0.006294256782531739,0.029320168738227105
57,0.8800313073946924,0.0005722051620483398,0.0014603953315552088
58,0.27770444942066885,0.007057196998596192,0.05037291453474382
59,0.2713824936655166,0.004386906242370606,0.03232917852212099
60,0.9175105131374189,0.01392365894317627,0.03003598483244443
61,0.701198100838623,0.003433230972290039,0.010093547770939671
62,0.7062110525988268,0.02841952304840088,0.07906103583471769
63,0.09678196273684625,0.002670290756225586,0.05469707655112108
64,0.4850954730375038,0.018310565185546877,0.0742569453176135
65,0.056352814592061096,0.0001907350540161133,0.00872121721204403
66,0.7858596485859193,0.030517608642578124,0.07649184093582082
67,0.39902331895649557,0.018310565185546877,0.09055596954815552
68,0.2675717193375837,0.0009536752700805665,0.00764481949963125
69,0.6709658476447768,0.0007629402160644532,0.002535755603979595
70,0.6823001009688514,0.023269676589965822,0.06693973446946101
71,0.8070818341978209,0.03490451488494873,0.08488987921200404
72,0.8504331243202106,0.026702907562255858,0.061916739435049994
73,0.6305416819899408,0.0017166154861450198,0.005825685715833084
74,0.5545097400564198,0.01735688991546631,0.06192514084087295
75,0.9688154846477646,0.044441267585754396,0.09021222930068484
76,0.4018753464799065,0.003242495918273926,0.016160568308723488
77,0.6683380450151629,0.018119830131530762,0.053139480099300584
78,0.8414557686832563,0.037765540695190426,0.08825548479703293
79,0.9693907474297505,0.047111558341979984,0.09560231297628935
80,0.7465936636802295,0.006103521728515625,0.01622136622920729
81,0.1652431078856229,0.006294256782531739,0.07541886840078824
82,0.7286435159675358,0.0059127866744995115,0.016013765596116825
83,0.39947520039419926,0.018501300239562993,0.09119720077466158
84,0.7284689201583099,0.016403214645385744,0.04450681520237324
85,0.3362822468245098,0.003433230972290039,0.02085405767226819
86,0.7675431293110576,0.03223422412872314,0.08246538607816162
87,0.5210431177169993,0.021553061103820804,0.08119608318570737
88,0.563774923299603,0.018501300239562993,0.06469172463471577
89,0.4506804877769771,0.006103521728515625,0.027015838225218927
90,0.2281384824641065,0.0007629402160644532,0.006566092708085192
91,0.07274185137745148,0.0030517608642578126,0.08292037633127153
