product_id,mean,std,error_margin
0,0.9851193638002781,0.0007629402160644532,0.001892802466458099
1,0.21295337822768412,0.00801087226867676,0.074509588928916
2,0.5674941468622334,0.024223351860046385,0.08370382390066619
3,0.05417215219521021,0.002479555702209473,0.09127430370161412
4,0.7337841063414249,0.014114393997192384,0.037778234000903146
5,0.4244168082305514,0.014114393997192384,0.06523622799120148
6,0.39987909618112016,0.017738360023498538,0.08718137501533706
7,0.6300615545499828,0.016975419807434083,0.05295790277271885
8,0.8899660015915078,0.015831009483337405,0.034953559521987664
9,0.7244953877991396,0.018882770347595217,0.05142512061314504
10,0.004867709136201159,0.0,0.006944768094996879
11,0.9820699964905664,0.04005436134338379,0.08018965938792895
12,0.2083521790781524,0.0005722051620483398,0.006347592526848723
13,0.7329603545082055,0.019836445617675783,0.053278701929858396
14,0.7917038490865732,0.012588513565063478,0.03158727382411627
15,0.998041898048086,0.04940037899017334,0.09738592325038486
16,0.3516249017034828,0.0003814701080322266,0.0030238925495616356
17,0.31407077930852656,0.007438667106628419,0.047289380018096065
18,0.12130384554356011,0.0020980855941772464,0.03600233638107057
19,0.02903989675985663,0.0011444103240966798,0.08467080524668175
20,0.7041968823456646,0.02899172821044922,0.08117614646427228
21,0.8551525407433277,0.017738360023498538,0.04086438231345074
22,0.8013002020144158,0.034713779830932615,0.08509863846625226
23,0.6415601388049634,0.019836445617675783,0.060912847168299825
24,0.005160804890363302,0.0,0.03763820309038804
25,0.8901279627520754,0.03204348907470703,0.07084634191303153
26,0.4553131612299507,0.0030517608642578126,0.013606652499978777
27,0.3614325434338854,0.01277924861907959,0.0694240522813514
28,0.625066641826422,0.016403214645385744,0.05181359469837213
29,0.5417775894638437,0.005531316566467286,0.02041089960053475
30,0.8612161332949452,0.005722051620483399,0.013329452349777771
31,0.09570369722463268,0.0045776412963867185,0.09651131645809272
32,0.8325630918420066,0.0244140869140625,0.057705260112540124
33,0.020955892799829567,0.0007629402160644532,0.07792552669853747
34,0.4943777945012793,0.010299692916870117,0.04113955669645987
35,0.5391117302898604,0.022506736373901368,0.08189058935735599
36,0.6500667214854597,0.01792909507751465,0.05424157002293766
37,0.12064987517622261,0.003242495918273926,0.05452160670210341
38,0.22899000624536692,0.004959111404418945,0.043741416362524765
39,0.8536877086891751,0.014114393997192384,0.03266788368871322
40,0.6517822180832589,0.013351453781127929,0.04019962706849665
41,0.6068665104168612,0.018501300239562993,0.05990233871699999
42,0.6345398433305482,0.01621247959136963,0.050181194543840874
43,0.7125475429407174,0.018501300239562993,0.05134334936273789
44,0.5758894124854971,0.002670290756225586,0.00947111344089462
45,0.9235514745746586,0.0011444103240966798,0.002539300702324632
46,0.7254346114624589,0.0011444103240966798,0.0031308999059884383
47,0.7744890430882236,0.005149846458435059,0.013380364287141434
48,0.8167397851839716,0.03852848091125488,0.0925417486518183
49,0.9547570113407955,0.009155282592773439,0.018897634470514936
50,0.8804343947604062,0.023078941535949707,0.05177203255570378
51,0.43864186842836184,0.011062633132934572,0.050048982533337866
52,0.38976493253885436,0.0064849918365478525,0.0333672810548341
53,0.31561538991029026,0.0028610258102416994,0.018636126622030926
54,0.1220413004759382,0.0007629402160644532,0.012455772001063327
55,0.6774578322648204,0.001335145378112793,0.004073811147636575
56,0.8089190017373225,0.03108981380462646,0.07546041105247371
57,0.6385132860768468,0.0244140869140625,0.07542236396713992
58,0.5155080440557722,0.010490427970886231,0.04011278771352278
59,0.5354494617959271,0.020027180671691895,0.07371634127447653
60,0.5818955512041073,0.014305129051208497,0.048816749495244005
61,0.09059137577572429,0.0017166154861450198,0.037566239610312795
62,0.8202144921438528,0.007820137214660646,0.018748666991033346
63,0.550603215963232,0.025367762184143067,0.09066442615169187
64,0.16476434825326414,0.0045776412963867185,0.05506243374314462
65,0.27723154824258034,0.007820137214660646,0.055739497719600156
66,0.29920419822518574,0.005722051620483399,0.037976282590123846
67,0.5533853188829186,0.017738360023498538,0.0630895700670349
68,0.06826588844572878,0.0003814701080322266,0.012709993602687798
69,0.9244474262784063,0.03871921596527099,0.08242832342628817
70,0.7302020784156895,0.0003814701080322266,0.0014227349866447138
71,0.03548466167229414,0.0005722051620483398,0.037838342599793164
72,0.3558377062327477,0.013351453781127929,0.07414922820366947
73,0.035219811199525664,0.0005722051620483398,0.03614372999629
74,0.26226941355400224,0.0030517608642578126,0.024127296703750613
75,0.8583311738129493,0.03204348907470703,0.07317251298639162
76,0.8624505811618671,0.04005436134338379,0.09121668366629493
77,0.6069342055724778,0.007629402160644533,0.024704773963657313
78,0.3776741752015569,0.015449539375305178,0.08023240439085037
79,0.250016745813747,0.0072479320526123055,0.057162345792791946
80,0.23937290811607503,0.005340581512451172,0.0451507163996741
81,0.6811162154007105,0.006294256782531739,0.018252922741126443
82,0.8600833661802453,0.04062656650543213,0.09297107432252147
83,0.6450722133874955,0.0009536752700805665,0.0030029394058064263
84,0.01801599391322173,0.0007629402160644532,0.08795070387197496
85,0.009002823934219584,0.0003814701080322266,0.09082950957425062
86,0.6914252526067843,0.005149846458435059,0.014794110312575548
87,0.09271793564096376,0.001335145378112793,0.02844651791280314
88,0.6063907955934539,0.01220704345703125,0.0397816174925316
89,0.005313307158687386,0.0,0.0024199409831963006
90,0.439580997468745,0.005149846458435059,0.023224350765423077
91,0.5260418679293583,0.013732923889160156,0.05134742018487657
92,0.8005228679220767,0.04062656650543213,0.0996234189206258
93,0.8369648137196004,0.0373840705871582,0.08795730462603547
94,0.6902142492631033,0.02384188175201416,0.06817162729252099
95,0.03562053754855776,0.0011444103240966798,0.07266478477236363
96,0.010988104308127467,0.0003814701080322266,0.07950145770013696
97,0.9244344629487631,0.022125266265869144,0.04702573102000496
98,0.8081405686706549,0.0005722051620483398,0.0017489285179178695
99,0.4214537126636626,0.009918222808837892,0.046779177613547655
