package_id,region_id,weight
0,7,7.891961844208062
1,9,5.082388042329363
2,2,7.666154091468593
3,7,8.747916929409344
4,2,7.928110367746281
5,3,7.025061920864375
6,11,5.884348360628669
7,15,8.245474361454184
8,2,6.99409239396304
9,4,10.31782458875953
10,8,9.099522479337093
11,10,5.9343274945327975
12,16,4.1972368132300355
13,7,7.659527325058166
14,4,7.2151174587934825
15,12,8.814616031310718
16,0,9.365875909036927
17,6,4.739315726701311
18,8,7.4341589739006055
19,11,5.9627666854440395
20,8,5.91428933651426
21,9,3.6779976423293
22,3,4.603023976355816
23,6,9.203620617463965
24,16,6.491223466541037
25,16,6.763939776866331
26,4,9.936360156639964
27,16,4.87967901602715
28,12,4.685409389160575
29,8,7.537539430846192
30,14,7.195556743738406
31,15,5.438702573901772
32,5,7.0406906933359705
33,15,7.861691856479596
34,15,7.441130448907676
35,8,5.365475253842552
36,10,5.669557585783521
37,11,11.322744436556498
38,6,6.498606397092523
39,0,9.07712379098614
40,14,5.027017156191076
41,2,5.083856842406325
42,2,8.137903340310109
43,12,6.589251189587562
44,10,10.4532187766721
45,1,3.4764221920951743
46,7,6.682955750667423
47,0,8.03024904523693
48,11,8.313870493217037
49,1,6.511556293075667
50,6,7.793846912031774
51,13,7.099692246756416
52,13,7.073762032359474
53,5,8.382686149658165
54,10,8.173958164961826
55,2,5.652209146903166
56,1,6.857644645705995
57,3,9.093224799796594
58,13,6.506545672906909
59,1,4.444275090224388
60,4,5.521373291083895
61,2,7.339284350578738
62,15,3.516607423445527
63,10,8.239641757534374
64,7,8.516766988663928
65,4,4.9696912278291965
66,9,8.614966354127194
67,5,8.477343328280769
68,16,9.316156240781071
69,4,4.355598451864494
70,14,7.20571922582609
71,9,8.950920480652924
72,15,4.987727487235241
73,6,9.573135063384049
74,6,8.602672599560348
75,8,4.450152454965144
76,11,8.313964125848251
77,13,4.467960599814902
78,2,9.509625785942266
79,9,9.082741132125054
80,2,7.480791085893037
81,7,9.401702865578125
82,6,8.180742559626953
83,7,4.493822561953454
84,10,8.852025801039925
85,1,7.0049523635765
86,6,5.554080394849422
87,11,7.841677822790247
88,14,8.49350517872075
89,0,5.22735991467744
90,1,8.870444874601676
91,4,5.798723040840429
92,5,6.193252526786298
93,9,11.473438199771318
94,10,8.172718394807823
95,12,6.183996246388022
96,16,4.893209235483454
97,5,8.296289722290124
98,13,7.461445932682036
99,9,3.996143179090727
100,8,8.300514997655041
101,1,6.127717733195189
102,9,10.596860273823
103,4,8.584939195723784
104,14,6.118292873396337
105,6,7.617465051446557
106,15,6.863535156037747
107,10,3.5456535689780426
108,8,5.6819397889498715
109,16,8.927685347850707
110,11,6.713801791670262
111,10,7.956111661661496
112,8,10.821249559535648
113,14,5.682844944659831
114,4,6.768332222557607
115,1,8.19248590453495
116,15,9.002696350680528
117,5,6.341302980832204
118,15,7.6255093493960775
119,16,9.303729351834969
120,0,8.378146608516602
121,2,9.853341215594234
122,16,7.461563032620274
123,14,8.936369150778651
124,13,7.659982592682113
125,9,4.519992199737322
126,14,9.69881909748698
127,2,7.4898474785211
128,1,4.250733270390082
129,13,6.094181759803151
130,4,9.005034190231587
131,13,8.151431041637686
132,5,5.861945787420993
133,4,8.534102557582347
134,14,10.350614686666079
135,5,4.264500358661641
136,4,6.559207063012768
137,5,6.972805151902012
138,8,7.588327638646609
139,6,6.409796721068254
140,11,11.775974271100374
141,1,3.9410352128454598
142,4,5.0525833296766205
143,13,6.08736208212145
144,11,6.2403961293278005
145,3,4.99376916399607
146,7,9.264667856982356
147,15,6.026575841768411
148,16,6.119653157600735
149,6,6.1978568324596885
150,0,8.27929921261571
151,9,5.800753491456604
152,7,10.668208476177586
153,5,5.697811520930508
154,13,7.745640531028015
155,2,9.04961615801658
156,0,9.620730096928739
157,0,6.462891575066089
158,1,8.576157610635434
159,13,6.187740731490124
160,1,9.054945197761995
161,16,8.97972755271926
162,7,8.08956418053451
163,1,6.615645307483479
164,2,11.183756892523153
165,14,6.763109802248588
166,1,3.692161814622022
167,12,9.052818951485147
168,11,7.259469797145453
169,8,6.077669870682547
170,10,4.050373577603064
171,9,8.738035107912784
172,5,9.332841947005546
173,3,10.479177484972658
174,15,5.21231669101467
175,4,8.679237920892861
176,15,7.353964497062723
177,10,6.346541685361971
178,11,7.918584889039143
179,6,4.169810528033939
180,15,7.4699103971444885
181,8,8.334001472262274
182,10,3.7772083130070966
183,1,5.523520040675421
184,14,5.405452571378817
185,15,9.243679258442306
186,0,9.189492795565245
187,13,5.765537237838766
188,12,5.590029047665148
189,4,5.822861459856555
190,3,5.281731951233442
191,11,9.512222254286332
192,5,6.033388906949585
193,11,8.384163492256205
194,11,4.227433601612937
195,12,6.618599174876324
196,13,11.153083161427265
197,5,5.258597118331801
198,0,6.5076196927346
199,10,7.089704127790854
200,0,9.177561593627626
201,14,5.65175913759974
202,0,7.030621007924092
203,15,6.08458696839245
204,12,7.660471945956104
205,7,5.107277472282808
206,7,7.720074460196705
207,12,2.5357311965297007
208,9,6.451896639660858
209,14,4.786631180074844
210,13,5.644707257285174
211,0,5.137974468396562
212,5,10.04732901332992
213,16,9.179004156295065
214,10,8.848874282803404
215,2,6.368300118495795
216,11,7.484739165322559
217,6,8.547001363650692
218,8,6.057096946014378
219,7,10.308474022741844
220,3,8.247986026040786
221,0,8.909691818050359
222,6,4.954574101048918
223,8,6.97486075377939
224,7,5.705851579847024
225,0,7.32538607392877
